year,site,latitude,longitude,month,airT,precip,snowDepth,SWE,streamFlow
2013,Lake Irene ,40.41432,-105.8198,5,34,2.5,83,22.5,96.68
2013,Beaver Creek,39.59917,-106.51142,1,12,0.3,18,3.5,1.24
2013,Beaver Creek,39.59917,-106.51142,2,23,1,23,4.8,1.37
2013,Beaver Creek,39.59917,-106.51142,3,32,0.8,30,6.9,1.51
2013,Beaver Creek,39.59917,-106.51142,4,35,2.9,28,8.6,3.62
2013,Beaver Creek,39.59917,-106.51142,5,43,1.4,20,7.5,14.46
2013,Gardner Peak,37.40083,-113.45988,1,26,1.5,19,4.2,110.80
2013,Gardner Peak,37.40083,-113.45988,2,27,1.9,19,5.4,83.80
2013,Gardner Peak,37.40083,-113.45988,3,38,1.6,27,7.3,51.90
2013,Gardner Peak,37.40083,-113.45988,4,41,1.7,22,7.8,14.60
2013,Gardner Peak,37.40083,-113.45988,5,49,0.9,0,0,9.75
2013,Blind Bull,42.964,-110.60973,1,16,2.6,44,10.1,30.40
2013,Blind Bull,42.964,-110.60973,2,16,1.6,54,12.7,30.90
2013,Blind Bull,42.964,-110.60973,3,24,3.5,54,14.3,70.80
2013,Blind Bull,42.964,-110.60973,4,28,4.2,60,17.8,109.10
2013,Blind Bull,42.964,-110.60973,5,40,2.2,65,22,550.00
2013,Sandstone,41.11172,-107.1706,1,19,2,27,5.3,22.50
2013,Sandstone,41.11172,-107.1706,2,21,2,37,7.3,24.00
2013,Sandstone,41.11172,-107.1706,3,30,1.2,38,8.9,28.40
2013,Sandstone,41.11172,-107.1706,4,34,3.5,28,8.3,99.90
2013,Sandstone,41.11172,-107.1706,5,47,0.9,13,5.3,848.40
2013,Phantom Valley ,40.39937,-105.84757,1,8,0.7,29,6.4,7.33
2013,Phantom Valley ,40.39937,-105.84757,2,15,1.9,42,9,7.18
2013,Phantom Valley ,40.39937,-105.84757,3,25,2.4,48,11.9,7.27
2013,Phantom Valley ,40.39937,-105.84757,4,25,4.3,59,16.3,9.18
2013,Phantom Valley ,40.39937,-105.84757,5,34,2.5,83,22.5,96.68
2013,Long Valley Junction,37.48756,-112.51458,1,24,1.6,13,2.4,7.82
2013,Long Valley Junction,37.48756,-112.51458,2,28,0.6,12,3.7,7.72
2013,Long Valley Junction,37.48756,-112.51458,3,40,1.4,10,4,8.84
2013,Long Valley Junction,37.48756,-112.51458,4,44,0.4,0,0,11.00
2013,Long Valley Junction,37.48756,-112.51458,5,51,1,0,0,7.08
2013,Baker Butte,34.4566,-111.40643,1,33,6,19,4.3,0.00
2013,Baker Butte,34.4566,-111.40643,2,34,2.4,10,3,0.00
2013,Baker Butte,34.4566,-111.40643,3,46,3,14,3.6,0.00
2013,Baker Butte,34.4566,-111.40643,4,49,0.6,0,0,0.00
2013,Baker Butte,34.4566,-111.40643,5,56,0,0,0,11.90
2013,Columbine ,40.3948,-106.60408,1,8,0.6,37,8,15.10
2013,Columbine ,40.3948,-106.60408,2,14,1.4,50,11.1,14.96
2013,Columbine ,40.3948,-106.60408,3,24,2.6,52,13.4,15.03
2013,Columbine ,40.3948,-106.60408,4,25,3.9,56,17.6,25.27
2013,Columbine ,40.3948,-106.60408,5,36,1.1,67,22,16.34
2013,Beartown,37.71409,-107.51212,1,-4,4.7,30,6,13.50
2013,Beartown,37.71409,-107.51212,2,14,3,53,10.7,13.60
2013,Beartown,37.71409,-107.51212,3,15,1.8,52,13.7,16.00
2013,Beartown,37.71409,-107.51212,4,28,3.1,43,15.1,44.20
2013,Beartown,37.71409,-107.51212,5,38,1.6,15,7.2,330.30
2013,Kendall R.S.,43.2493,-110.01662,1,14,1.3,25,5.9,30.40
2013,Kendall R.S.,43.2493,-110.01662,2,16,0.5,32,7.2,30.90
2013,Kendall R.S.,43.2493,-110.01662,3,25,1.4,33,7.7,70.80
2013,Kendall R.S.,43.2493,-110.01662,4,31,1.8,27,8.3,109.10
2013,Kendall R.S.,43.2493,-110.01662,5,44,1.3,6,2,550.00
2013,Copper Mountain,39.48954,-106.17095,1,8,0.5,18,2.7,13.41
2013,Copper Mountain,39.48954,-106.17095,2,16,1.1,29,4.3,13.13
2013,Copper Mountain,39.48954,-106.17095,3,26,1.5,32,6.4,11.52
2013,Copper Mountain,39.48954,-106.17095,4,29,3.5,40,10,21.75
2013,Copper Mountain,39.48954,-106.17095,5,36,1.7,41,13.1,89.37
2013,Divide Peak,41.30398,-107.15241,1,21,2.7,29,6.3,22.50
2013,Divide Peak,41.30398,-107.15241,2,20,3,36,9,24.00
2013,Divide Peak,41.30398,-107.15241,3,30,2.4,44,12,28.40
2013,Divide Peak,41.30398,-107.15241,4,32,5.5,36,14.1,99.90
2013,Divide Peak,41.30398,-107.15241,5,46,1.6,34,13.7,848.40
2013,Elliot Ridge,39.864,-106.4246,1,12,1,28,6.1,171.67
2013,Elliot Ridge,39.864,-106.4246,2,18,1.6,32,8.2,165.07
2013,Elliot Ridge,39.864,-106.4246,3,27,1.9,46,11.6,154.13
2013,Elliot Ridge,39.864,-106.4246,4,28,5.2,47,15.4,90.72
2013,Elliot Ridge,39.864,-106.4246,5,38,1.5,56,20.7,68.44
2013,New Fork Lake,43.11265,-109.94947,1,17,1.7,20,3.9,30.40
2013,New Fork Lake,43.11265,-109.94947,2,17,0.7,26,5.6,30.90
2013,New Fork Lake,43.11265,-109.94947,3,26,0.9,28,6.3,70.80
2013,New Fork Lake,43.11265,-109.94947,4,30,1.6,23,7.2,109.10
2013,New Fork Lake,43.11265,-109.94947,5,43,1.2,8,3.7,550.00
2013,Fremont ,39.37991,-106.19681,1,8,0.3,24,4.9,2.90
2013,Fremont ,39.37991,-106.19681,2,15,1.1,34,6.3,0.91
2013,Fremont ,39.37991,-106.19681,3,24,1.7,42,8.6,0.16
2013,Fremont ,39.37991,-106.19681,4,27,3.3,51,12.6,0.11
2013,Fremont ,39.37991,-106.19681,5,34,2.1,56,17.3,1.62
2013,Long Flat ,37.51255,-113.39661,1,24,1.8,17,3.7,110.80
2013,Long Flat ,37.51255,-113.39661,2,27,1.1,20,5.5,83.80
2013,Long Flat ,37.51255,-113.39661,3,39,1.5,22,6.4,51.90
2013,Long Flat ,37.51255,-113.39661,4,42,2,0,0,14.60
2013,Long Flat ,37.51255,-113.39661,5,53,0.5,0,0,9.75
2013,Dry Lake,40.53397,-106.7813,1,6,3.2,39,7.6,65.70
2013,Dry Lake,40.53397,-106.7813,2,24,3.9,53,10.7,62.90
2013,Dry Lake,40.53397,-106.7813,3,20,3.9,56,14.6,94.30
2013,Dry Lake,40.53397,-106.7813,4,31,5,47,18.1,292.10
2013,Dry Lake,40.53397,-106.7813,5,29,1.4,36,14.4,1622.00
2013,Cascade,37.65,-107.8,1,2,4.6,17,2.8,1.97
2013,Cascade,37.65,-107.8,2,15,2.8,34,7.4,1.31
2013,Cascade,37.65,-107.8,3,24,1.9,35,10.2,3.21
2013,Cascade,37.65,-107.8,4,35,0.9,18,6.6,26.90
2013,Cascade,37.65,-107.8,5,40,0.7,0,0,136.30
2013,Lost Dog,40.81588,-106.74835,1,6,4.6,31,6.4,65.70
2013,Lost Dog,40.81588,-106.74835,2,22,3.3,56,11,62.90
2013,Lost Dog,40.81588,-106.74835,3,19,3.5,53,14.3,94.30
2013,Lost Dog,40.81588,-106.74835,4,41,5.6,50,17.8,292.10
2013,Lost Dog,40.81588,-106.74835,5,26,1.6,54,22.1,1622.00
2013,Tower,40.53743,-106.6768,1,-1,5.4,55,12.7,65.70
2013,Tower,40.53743,-106.6768,2,17,5.6,71,18.1,62.90
2013,Tower,40.53743,-106.6768,3,13,7.9,82,23.7,94.30
2013,Tower,40.53743,-106.6768,4,31,7.4,91,31.6,292.10
2013,Tower,40.53743,-106.6768,5,22,4.9,84,29.4,1622.00
2013,Stump Lakes,37.47621,-107.63295,1,-1,3.7,26,4.4,46.00
2013,Stump Lakes,37.47621,-107.63295,2,16,2.1,43,8.1,52.90
2013,Stump Lakes,37.47621,-107.63295,3,18,1.3,44,10.1,99.90
2013,Stump Lakes,37.47621,-107.63295,4,33,1.6,41,11.4,327.20
2013,Stump Lakes,37.47621,-107.63295,5,36,1.7,21,8.5,883.80
2013,EF Blacks Fork GS,40.88472,-110.54056,1,-6,2.1,29,6.9,24.10
2013,EF Blacks Fork GS,40.88472,-110.54056,2,23,1.1,36,9,25.20
2013,EF Blacks Fork GS,40.88472,-110.54056,3,25,2.1,42,10.1,39.20
2013,EF Blacks Fork GS,40.88472,-110.54056,4,28,4.2,38,11.8,40.90
2013,EF Blacks Fork GS,40.88472,-110.54056,5,31,3.7,31,11.4,441.30
2013,Red Mountain Pass,37.8918,-107.71342,1,-5,4.6,30,6.2,16.90
2013,Red Mountain Pass,37.8918,-107.71342,2,14,4,53,10.5,18.20
2013,Red Mountain Pass,37.8918,-107.71342,3,14,2.8,58,14.5,26.20
2013,Red Mountain Pass,37.8918,-107.71342,4,27,3.4,52,17,51.80
2013,Red Mountain Pass,37.8918,-107.71342,5,36,0.7,39,15.4,237.10
2013,Berthoud Summit ,39.80392,-105.77789,1,8,0.8,27,5,1.54
2013,Berthoud Summit ,39.80392,-105.77789,2,15,2.1,35,7.1,1.53
2013,Berthoud Summit ,39.80392,-105.77789,3,25,2.4,47,10.6,1.58
2013,Berthoud Summit ,39.80392,-105.77789,4,25,4,54,15.4,2.21
2013,Berthoud Summit ,39.80392,-105.77789,5,34,3.2,62,19.9,7.36
2013,Buffalo Park ,40.22861,-106.59528,1,4,0.6,28,5.2,4.89
2013,Buffalo Park ,40.22861,-106.59528,2,16,1.8,42,7.6,7.02
2013,Buffalo Park ,40.22861,-106.59528,3,27,1.5,44,10,10.09
2013,Buffalo Park ,40.22861,-106.59528,4,30,4.1,43,12.4,35.27
2013,Buffalo Park ,40.22861,-106.59528,5,38,1,48,15.7,303.60
2013,Schofield Pass,39.01522,-107.04877,1,-6,4.6,44,10.2,36.30
2013,Schofield Pass,39.01522,-107.04877,2,14,3.2,62,14.7,35.40
2013,Schofield Pass,39.01522,-107.04877,3,15,5.3,65,17.9,43.10
2013,Schofield Pass,39.01522,-107.04877,4,28,6,65,23.2,96.50
2013,Schofield Pass,39.01522,-107.04877,5,34,2.8,64,26.4,593.50
2013,Silver Creek Divide,33.37106,-108.70618,1,28,2.3,15,3.2,41.30
2013,Silver Creek Divide,33.37106,-108.70618,2,29,1.9,14,4.5,47.60
2013,Silver Creek Divide,33.37106,-108.70618,3,40,1.8,19,5.5,58.70
2013,Silver Creek Divide,33.37106,-108.70618,4,44,1.2,1,0.4,42.40
2013,Silver Creek Divide,33.37106,-108.70618,5,51,0.2,0,0,23.50
2013,Gunsight,43.38332,-109.87815,1,40,2.4,41,12.5,30.40
2013,Gunsight,43.38332,-109.87815,2,31,3.9,28,9.8,30.90
2013,Gunsight,43.38332,-109.87815,3,40,0.2,7,2.9,70.80
2013,Gunsight,43.38332,-109.87815,4,53,1.8,0,0,109.10
2013,Gunsight,43.38332,-109.87815,5,54,0.3,0,0,550.00
2013,Midway Valley,37.56933,-112.83849,1,22,4.4,41,9.9,7.82
2013,Midway Valley,37.56933,-112.83849,2,22,3.4,57,14.3,7.72
2013,Midway Valley,37.56933,-112.83849,3,33,1.9,62,17.7,8.84
2013,Midway Valley,37.56933,-112.83849,4,35,1.3,53,19.5,11.00
2013,Midway Valley,37.56933,-112.83849,5,43,1.1,38,13.7,7.08
2013,Gutz Peak,37.49617,-113.94235,1,26,1.2,20,4.9,110.80
2013,Gutz Peak,37.49617,-113.94235,2,31,0.8,14,4.9,83.80
2013,Gutz Peak,37.49617,-113.94235,3,43,1.3,16,5.6,51.90
2013,Gutz Peak,37.49617,-113.94235,4,46,1,0,0,14.60
2013,Gutz Peak,37.49617,-113.94235,5,54,0.7,0,0,9.75
2013,Middle Creek,37.61978,-107.03482,1,-4,4.7,27,5.6,46.00
2013,Middle Creek,37.61978,-107.03482,2,13,2.4,46,10.3,52.90
2013,Middle Creek,37.61978,-107.03482,3,7,1.8,49,12.7,99.90
2013,Middle Creek,37.61978,-107.03482,4,30,3,45,14.5,327.20
2013,Middle Creek,37.61978,-107.03482,5,40,0.8,28,12.8,883.80
2013,Lynx Pass ,40.07806,-106.67028,1,6,0.4,21,3.8,435.80
2013,Lynx Pass ,40.07806,-106.67028,2,18,1.4,34,6.1,418.07
2013,Lynx Pass ,40.07806,-106.67028,3,28,1.3,39,8.4,401.33
2013,Lynx Pass ,40.07806,-106.67028,4,32,3.4,31,9.8,396.13
2013,Lynx Pass ,40.07806,-106.67028,5,41,0.9,16,6.6,591.00
2013,Hoosier Pass ,39.36127,-106.05978,1,8,0.4,17,3.2,19.48
2013,Hoosier Pass ,39.36127,-106.05978,2,16,1.2,24,4.4,19.37
2013,Hoosier Pass ,39.36127,-106.05978,3,25,1.7,34,6.9,33.93
2013,Hoosier Pass ,39.36127,-106.05978,4,26,3.2,41,10.9,29.31
2013,Hoosier Pass ,39.36127,-106.05978,5,34,3.7,42,13.9,61.24
2013,Black Flat-U.M,38.6799,-111.59765,1,2,1.8,17,3.1,5.48
2013,Black Flat-U.M,38.6799,-111.59765,2,15,1.5,25,4.9,5.93
2013,Black Flat-U.M,38.6799,-111.59765,3,29,1.6,30,6.4,6.84
2013,Black Flat-U.M,38.6799,-111.59765,4,30,1.7,19,6.8,19.70
2013,Black Flat-U.M,38.6799,-111.59765,5,27,0.7,0,0,52.20
2013,Elk River,40.84781,-106.96871,1,2,2.9,26,5.6,65.70
2013,Elk River,40.84781,-106.96871,2,22,2.5,43,8.5,62.90
2013,Elk River,40.84781,-106.96871,3,22,2.3,44,11,94.30
2013,Elk River,40.84781,-106.96871,4,35,5.7,36,12.8,292.10
2013,Elk River,40.84781,-106.96871,5,28,1.4,30,12.8,1622.00
2013,Summit ,39.71796,-106.15802,1,8,0.2,18,3.3,80.49
2013,Summit ,39.71796,-106.15802,2,19,0.5,22,3.9,90.22
2013,Summit ,39.71796,-106.15802,3,29,1.3,28,5.3,65.84
2013,Summit ,39.71796,-106.15802,4,32,2.8,30,7.5,54.91
2013,Summit ,39.71796,-106.15802,5,40,1.4,19,5.9,53.91
2013,Weminuche Creek,37.51976,-107.32152,1,2,6.2,33,6.8,46.00
2013,Weminuche Creek,37.51976,-107.32152,2,15,2.3,56,12.9,52.90
2013,Weminuche Creek,37.51976,-107.32152,3,20,1.5,55,15,99.90
2013,Weminuche Creek,37.51976,-107.32152,4,36,2.8,42,14.9,327.20
2013,Weminuche Creek,37.51976,-107.32152,5,42,1.3,15,6.5,883.80
2013,Baker Butte Smt,34.45547,-111.38272,1,29,5.3,27,5.9,0.00
2013,Baker Butte Smt,34.45547,-111.38272,2,31,3.4,20,7.1,0.00
2013,Baker Butte Smt,34.45547,-111.38272,3,43,2.7,32,10.5,0.00
2013,Baker Butte Smt,34.45547,-111.38272,4,47,0.5,28,10.8,0.00
2013,Baker Butte Smt,34.45547,-111.38272,5,54,0,0,0,11.90
2013,Spring Creek Divide,42.52516,-110.66148,1,17,3.3,44,10.5,30.40
2013,Spring Creek Divide,42.52516,-110.66148,2,17,2.6,62,13.6,30.90
2013,Spring Creek Divide,42.52516,-110.66148,3,25,3.8,60,16.2,70.80
2013,Spring Creek Divide,42.52516,-110.66148,4,28,5.1,66,20,109.10
2013,Spring Creek Divide,42.52516,-110.66148,5,40,1.9,72,25.1,550.00
2013,Vail,39.61676,-106.38006,1,13,0.5,19,4.2,10.58
2013,Vail,39.61676,-106.38006,2,20,1.1,31,6.3,13.54
2013,Vail,39.61676,-106.38006,3,28,1.4,37,8.8,12.98
2013,Vail,39.61676,-106.38006,4,30,3.8,37,11.7,22.13
2013,Vail,39.61676,-106.38006,5,39,1.6,36,15,118.17
2013,Steel Creek Park,40.90862,-110.50462,1,0,1.6,30,5.1,24.10
2013,Steel Creek Park,40.90862,-110.50462,2,19,1.8,37,6.7,25.20
2013,Steel Creek Park,40.90862,-110.50462,3,22,3.7,44,8.1,39.20
2013,Steel Creek Park,40.90862,-110.50462,4,30,4.8,49,11.8,40.90
2013,Steel Creek Park,40.90862,-110.50462,5,38,2,37,10.9,441.30
2013,Webster Flat,37.575,-112.90155,1,25,2.4,26,5.9,7.82
2013,Webster Flat,37.575,-112.90155,2,25,2,32,8.3,7.72
2013,Webster Flat,37.575,-112.90155,3,36,2.2,35,10.3,8.84
2013,Webster Flat,37.575,-112.90155,4,38,2.6,14,5.3,11.00
2013,Webster Flat,37.575,-112.90155,5,46,0.7,0,0,7.08
2013,Rabbit Ears,40.36783,-106.74038,1,4,3.4,36,7.1,65.70
2013,Rabbit Ears,40.36783,-106.74038,2,21,4.2,50,10.5,62.90
2013,Rabbit Ears,40.36783,-106.74038,3,18,4.7,56,14,94.30
2013,Rabbit Ears,40.36783,-106.74038,4,31,7.9,53,18.4,292.10
2013,Rabbit Ears,40.36783,-106.74038,5,26,3.5,51,19.1,1622.00
2013,Little Grassy,37.48631,-113.84582,1,27,1.2,15,4.4,110.80
2013,Little Grassy,37.48631,-113.84582,2,34,0.8,9,3.4,83.80
2013,Little Grassy,37.48631,-113.84582,3,46,0.8,4,1.1,51.90
2013,Little Grassy,37.48631,-113.84582,4,49,0.5,0,0,14.60
2013,Little Grassy,37.48631,-113.84582,5,57,0.6,0,0,9.75
2013,Beaver Creek,39.59917,-106.51142,1,12,0.3,18,3.5,1.24
2013,Beaver Creek,39.59917,-106.51142,2,23,1,23,4.8,1.37
2013,Beaver Creek,39.59917,-106.51142,3,32,0.8,30,6.9,1.51
2013,Beaver Creek,39.59917,-106.51142,4,35,2.9,28,8.6,3.62
2013,Beaver Creek,39.59917,-106.51142,5,43,1.4,20,7.5,14.46
2014,Nast Lake ,39.29722,-106.60694,1,18,3.8,14,2,108.60
2014,Nast Lake ,39.29722,-106.60694,2,24,2.5,38,5.8,155.20
2014,Nast Lake ,39.29722,-106.60694,3,28,2.2,34,8.2,194.10
2014,Nast Lake ,39.29722,-106.60694,4,35,1.6,29,9.6,234.10
2014,Nast Lake ,39.29722,-106.60694,5,44,2.1,0,0,241.90
2014,Mancos,37.43087,-108.16954,1,30,1.5,19,4.2,88.30
2014,Mancos,37.43087,-108.16954,2,18,2.6,25,5.7,98.70
2014,Mancos,37.43087,-108.16954,3,35,1.7,28,8.3,188.20
2014,Mancos,37.43087,-108.16954,4,32,2.2,19,7.4,648.20
2014,Mancos,37.43087,-108.16954,5,31,2.5,0,0,1015.00
2014,Summit ,39.71796,-106.15802,1,20,1.5,18,3.7,128.00
2014,Summit ,39.71796,-106.15802,2,21,2.2,52,7.3,119.13
2014,Summit ,39.71796,-106.15802,3,28,2.2,39,10.4,265.87
2014,Summit ,39.71796,-106.15802,4,32,1.4,44,14.2,471.47
2014,Summit ,39.71796,-106.15802,5,37,2.1,18,6.1,980.33
2014,Beaver Creek,39.59917,-106.51142,1,22,2.1,21,4.9,2.79
2014,Beaver Creek,39.59917,-106.51142,2,24,1.5,51,9.4,2.70
2014,Beaver Creek,39.59917,-106.51142,3,32,1.3,42,11.8,2.92
2014,Beaver Creek,39.59917,-106.51142,4,36,1.2,43,14.6,5.87
2014,Beaver Creek,39.59917,-106.51142,5,40,2.1,21,7.1,20.71
2014,East Rim Divide,43.13097,-110.2023,1,23,2.5,26,5.6,29.50
2014,East Rim Divide,43.13097,-110.2023,2,21,6,37,8.1,42.40
2014,East Rim Divide,43.13097,-110.2023,3,30,3.5,54,14.1,98.60
2014,East Rim Divide,43.13097,-110.2023,4,34,1.3,53,17.6,303.00
2014,East Rim Divide,43.13097,-110.2023,5,46,1.3,29,11.6,852.90
2014,Elk River,40.84781,-106.96871,1,27,4.4,35,8.3,100.90
2014,Elk River,40.84781,-106.96871,2,14,5.5,50,12.7,105.30
2014,Elk River,40.84781,-106.96871,3,31,4,59,18.2,213.90
2014,Elk River,40.84781,-106.96871,4,27,2.3,61,22.2,1021.00
2014,Elk River,40.84781,-106.96871,5,22,3.7,32,15.8,2117.00
2014,Harris Flat ,37.48997,-112.57602,1,19,0.6,11,3,5.27
2014,Harris Flat ,37.48997,-112.57602,2,22,1.8,17,3.6,8.35
2014,Harris Flat ,37.48997,-112.57602,3,36,0.6,3,1.1,10.70
2014,Harris Flat ,37.48997,-112.57602,4,38,1.2,0,0,6.25
2014,Harris Flat ,37.48997,-112.57602,5,37,0.7,0,0,7.20
2014,Silver Creek Divide,33.37106,-108.70618,1,33,0,10,1.8,8.40
2014,Silver Creek Divide,33.37106,-108.70618,2,32,1.1,7,1.5,29.10
2014,Silver Creek Divide,33.37106,-108.70618,3,40,2.6,4,1.3,29.50
2014,Silver Creek Divide,33.37106,-108.70618,4,42,0.1,0,0,28.20
2014,Silver Creek Divide,33.37106,-108.70618,5,36,0.2,0,0,22.30
2014,Fremont ,39.37991,-106.19681,1,14,3,33,5.9,5.55
2014,Fremont ,39.37991,-106.19681,2,15,3.4,64,11.4,3.37
2014,Fremont ,39.37991,-106.19681,3,23,1.8,67,15.7,2.45
2014,Fremont ,39.37991,-106.19681,4,27,2,75,19.6,4.96
2014,Fremont ,39.37991,-106.19681,5,32,1.8,85,23.9,6.60
2014,Rabbit Ears,40.36783,-106.74038,1,25,8.4,42,10.9,100.90
2014,Rabbit Ears,40.36783,-106.74038,2,15,7.7,70,19.3,105.30
2014,Rabbit Ears,40.36783,-106.74038,3,33,8.8,79,27,213.90
2014,Rabbit Ears,40.36783,-106.74038,4,26,5.8,91,35.8,1021.00
2014,Rabbit Ears,40.36783,-106.74038,5,18,2.8,82,37.4,2117.00
2014,Elliot Ridge,39.864,-106.4246,1,17,2.9,32,7.9,323.33
2014,Elliot Ridge,39.864,-106.4246,2,17,3.3,60,12.7,362.20
2014,Elliot Ridge,39.864,-106.4246,3,26,2.6,58,17.5,588.13
2014,Elliot Ridge,39.864,-106.4246,4,29,3,68,23.1,657.40
2014,Elliot Ridge,39.864,-106.4246,5,35,3.4,59,25,1067.33
2014,Triple Peak,42.76393,-110.5914,1,22,6.2,45,8.8,29.50
2014,Triple Peak,42.76393,-110.5914,2,21,14.3,60,14.8,42.40
2014,Triple Peak,42.76393,-110.5914,3,28,6.2,108,29.1,98.60
2014,Triple Peak,42.76393,-110.5914,4,33,2.6,102,35.3,303.00
2014,Triple Peak,42.76393,-110.5914,5,41,2.2,73,32.7,852.90
2014,Schofield Pass,39.01522,-107.04877,1,14,9.1,92,22.5,51.30
2014,Schofield Pass,39.01522,-107.04877,2,31,9.7,102,31.1,49.80
2014,Schofield Pass,39.01522,-107.04877,3,24,1.7,109,40.8,66.80
2014,Schofield Pass,39.01522,-107.04877,4,11,4.3,92,36.9,277.80
2014,Schofield Pass,39.01522,-107.04877,5,44,0.7,47,21.7,713.50
2014,Mineral Creek,37.84747,-107.72657,1,28,2.3,29,6.8,19.00
2014,Mineral Creek,37.84747,-107.72657,2,18,4.4,46,9.1,17.20
2014,Mineral Creek,37.84747,-107.72657,3,33,4,55,13.5,23.80
2014,Mineral Creek,37.84747,-107.72657,4,31,3.4,52,16.6,75.00
2014,Mineral Creek,37.84747,-107.72657,5,18,2.4,39,13.1,238.70
2014,Tower,40.53743,-106.6768,1,21,11.5,63,17.6,100.90
2014,Tower,40.53743,-106.6768,2,10,15,102,29.1,105.30
2014,Tower,40.53743,-106.6768,3,28,8.1,135,44.1,213.90
2014,Tower,40.53743,-106.6768,4,21,3.4,151,52.2,1021.00
2014,Tower,40.53743,-106.6768,5,17,5.3,135,54.8,2117.00
2014,Berthoud Summit ,39.80392,-105.77789,1,14,4,38,8.2,3.50
2014,Berthoud Summit ,39.80392,-105.77789,2,15,4.5,66,13.9,3.00
2014,Berthoud Summit ,39.80392,-105.77789,3,24,3.1,67,20,2.67
2014,Berthoud Summit ,39.80392,-105.77789,4,26,2.3,77,24.8,3.14
2014,Berthoud Summit ,39.80392,-105.77789,5,32,2.4,71,25.9,13.49
2014,Copper Mountain,39.48954,-106.17095,1,15,3.9,34,6.7,31.02
2014,Copper Mountain,39.48954,-106.17095,2,17,3.2,61,13.1,31.09
2014,Copper Mountain,39.48954,-106.17095,3,24,1.7,59,17.1,34.39
2014,Copper Mountain,39.48954,-106.17095,4,28,2.1,64,20.3,60.63
2014,Copper Mountain,39.48954,-106.17095,5,34,2.2,56,20.2,156.60
2014,Cascade,37.65,-107.8,1,31,1.9,17,5,8.51
2014,Cascade,37.65,-107.8,2,24,3,28,6.2,6.91
2014,Cascade,37.65,-107.8,3,32,1.9,28,9.2,8.02
2014,Cascade,37.65,-107.8,4,32,1.4,14,6.7,40.30
2014,Cascade,37.65,-107.8,5,31,2.1,0,0,126.60
2014,Kolob,37.52664,-113.05386,1,32,1.2,25,7,5.27
2014,Kolob,37.52664,-113.05386,2,17,2.8,33,8.2,8.35
2014,Kolob,37.52664,-113.05386,3,29,1.9,33,11,10.70
2014,Kolob,37.52664,-113.05386,4,31,2.1,29,11.3,6.25
2014,Kolob,37.52664,-113.05386,5,31,2.1,3,1.3,7.20
2014,Gros Ventre Summit,43.38939,-110.12943,1,13,1.8,30,6.3,29.50
2014,Gros Ventre Summit,43.38939,-110.12943,2,17,4.4,41,8.1,42.40
2014,Gros Ventre Summit,43.38939,-110.12943,3,25,3.2,60,12.4,98.60
2014,Gros Ventre Summit,43.38939,-110.12943,4,29,0.9,56,14.8,303.00
2014,Gros Ventre Summit,43.38939,-110.12943,5,40,1.8,38,14.3,852.90
2014,Battle Mountain,41.05413,-107.26609,1,24,2.6,24,5.2,38.00
2014,Battle Mountain,41.05413,-107.26609,2,28,2.3,34,7.6,40.10
2014,Battle Mountain,41.05413,-107.26609,3,34,3.6,32,9.4,54.10
2014,Battle Mountain,41.05413,-107.26609,4,39,1.4,37,12.4,458.10
2014,Battle Mountain,41.05413,-107.26609,5,50,1.4,1,0.1,1572.00
2014,Gardner Peak,37.40083,-113.45988,1,36,1.3,18,5,76.40
2014,Gardner Peak,37.40083,-113.45988,2,19,1.2,30,6.2,77.10
2014,Gardner Peak,37.40083,-113.45988,3,31,1.2,25,7.1,61.70
2014,Gardner Peak,37.40083,-113.45988,4,36,0.8,21,6.9,51.40
2014,Gardner Peak,37.40083,-113.45988,5,36,2.2,0,0,14.60
2014,Vail,39.61676,-106.38006,1,17,3.7,27,6,21.47
2014,Vail,39.61676,-106.38006,2,19,3.1,60,12.8,20.37
2014,Vail,39.61676,-106.38006,3,28,1.8,56,17.4,19.95
2014,Vail,39.61676,-106.38006,4,30,2,60,22,45.55
2014,Vail,39.61676,-106.38006,5,36,1.8,37,18.4,171.63
2014,Steel Creek Park,40.90862,-110.50462,1,22,4.3,27,5.9,31.40
2014,Steel Creek Park,40.90862,-110.50462,2,-1,4.9,44,10.2,22.20
2014,Steel Creek Park,40.90862,-110.50462,3,28,4.4,51,15.1,26.20
2014,Steel Creek Park,40.90862,-110.50462,4,21,2.6,60,19.5,203.60
2014,Steel Creek Park,40.90862,-110.50462,5,32,2.7,50,22,646.70
2014,Black Flat-U.M,38.6799,-111.59765,1,30,1.4,15,3,7.05
2014,Black Flat-U.M,38.6799,-111.59765,2,13,3.2,22,4.4,6.83
2014,Black Flat-U.M,38.6799,-111.59765,3,32,1.7,31,7.6,6.74
2014,Black Flat-U.M,38.6799,-111.59765,4,30,1.6,31,9.3,21.50
2014,Black Flat-U.M,38.6799,-111.59765,5,27,1.8,2,0.6,45.90
2014,Phantom Valley ,40.39937,-105.84757,1,14,3.7,48,9.5,12.36
2014,Phantom Valley ,40.39937,-105.84757,2,16,5.9,75,15.8,7.27
2014,Phantom Valley ,40.39937,-105.84757,3,24,2.3,103,25.7,10.44
2014,Phantom Valley ,40.39937,-105.84757,4,26,1.9,96,31.8,20.91
2014,Phantom Valley ,40.39937,-105.84757,5,33,1.8,94,33.1,140.18
2014,Buffalo Park ,40.22861,-106.59528,1,18,4.3,31,6.9,8.24
